id;Display -> Display size;Display -> Display refresh rate;Display -> Luminosity;Processor -> Number of processor cores;Processor -> Processor frequency;Processor -> Core boost frequency;Processor -> TDP;Processor -> Cache processor;Memory -> Size of operational RAM;Memory -> Memory frequency;Memory -> Number of installed slots;Memory -> Total number of slots;Memory -> Intel Optane;Graphics card -> Graphics card memory;Graphics card -> Maximum Graphic Power (TGP);Graphics card -> Boost clock;Graphics card -> Number of stream processors;Graphics card -> GPU Passmark;Hard drive -> Storage capacity;Hard drive -> HDD capacity;Hard drive -> SSD capacity;Hard drive -> Number of occupied slots M.2;Hard drive -> Slots in total M.2;Hard drive -> Number of occupied slots 2.5";Hard drive -> Slots in total 2.5";Hard drive -> Number of free slots;Battery -> Battery capacity;Battery -> Charging power;Battery -> Maximum battery capacity;Battery -> Number of cells;Battery -> Standby time;Weight -> Weight;Interface -> USB-C;Interface -> USB 3.2 Gen 1 (USB 3.0);Interface -> Thunderbolt / USB 4;Interface -> USB 3.2 Gen 2;Interface -> USB 2.0;Interface -> USB 3.2 Gen 2x2;Dimensions -> Width;Dimensions -> Maximum height;Dimensions -> Depth;
113;15.6;60.0;300.0;6.0;0.9;4.4;55.0;10.0;8.0;3200.0;0.0;1.0;;;;;;;256.0;;256.0;1.0;2.0;;;;45.0;65.0;8.0;;;1.7;1.0;2.0;1.0;;;;357.0;18.9;235.0;
114;16.0;240.0;500.0;24.0;2.2;5.4;55.0;36.0;32.0;5600.0;2.0;2.0;;8.0;140.0;2175.0;;;1000.0;;1000.0;1.0;2.0;;;;80.0;300.0;6.5;;;2.55;2.0;4.0;;;;;363.4;26.75;260.35;
115;11.6;60.0;;2.0;1.1;2.8;6.0;4.0;4.0;2400.0;;;;;;;;;128.0;;;0.0;1.0;;;;30.0;24.0;6.0;;;1.0;1.0;1.0;;;1.0;;280.0;15.0;195.0;
116;15.6;60.0;300.0;10.0;1.2;4.7;55.0;12.0;16.0;3200.0;1.0;1.0;;2.0;25.0;;;;512.0;;512.0;1.0;1.0;;;;57.0;65.0;15.6;;;1.7;;1.0;1.0;;1.0;;365.0;18.9;240.0;
117;17.3;60.0;300.0;6.0;0.9;4.5;55.0;10.0;8.0;3200.0;0.0;1.0;;;;;;;256.0;;256.0;1.0;1.0;0.0;0.0;;45.0;65.0;7.25;;;2.02;1.0;1.0;;;1.0;;399.0;19.9;274.0;
118;15.6;;;8.0;3.8;;15.0;6.0;16.0;;;;;;;;;;512.0;;512.0;1.0;1.0;;;;40.0;45.0;10.0;3.0;;1.7;1.0;2.0;;;;;362.9;18.9;237.5;
119;13.6;;500.0;8.0;;;;4.0;8.0;;;;;;;;;;256.0;;256.0;;;;;;53.0;;18.0;;;1.24;2.0;;2.0;;;;304.0;11.3;215.0;
120;15.6;60.0;;2.0;1.1;2.8;6.0;4.0;4.0;2400.0;;;;;;;;;128.0;;;0.0;1.0;;;;38.0;24.0;8.0;;;1.5;1.0;1.0;;;1.0;;375.0;19.0;250.0;
121;15.6;120.0;250.0;10.0;1.7;5.0;55.0;12.0;16.0;3200.0;2.0;2.0;;;;;;;512.0;;512.0;1.0;1.0;;;;54.0;65.0;;4.0;;1.63;1.0;1.0;;;1.0;;358.5;17.5;235.56;
122;15.6;120.0;250.0;8.0;1.8;3.8;15.0;6.0;8.0;3200.0;1.0;2.0;;;;;;;512.0;;512.0;1.0;1.0;;;;3.0;65.0;;41.0;;1.65;;2.0;;;1.0;;358.5;18.99;235.56;
123;13.3;;400.0;8.0;2.55;;;;8.0;2133.0;0.0;0.0;;;;;;;256.0;;;0.0;0.0;0.0;0.0;;42.0;30.0;15.5;;;1.02;2.0;;;;;;305.86;7.23;186.74;
124;14.5;120.0;400.0;8.0;3.8;5.1;54.0;16.0;32.0;6400.0;;;;8.0;105.0;2370.0;;;1000.0;;1000.0;1.0;2.0;;;;73.6;170.0;10.4;;;1.75;2.0;;;2.0;;;327.49;21.29;250.62;
125;15.6;60.0;250.0;4.0;;3.4;6.0;6.0;4.0;3200.0;1.0;1.0;;;;;;;128.0;;;1.0;1.0;0.0;0.0;;42.0;45.0;;3.0;;1.63;1.0;1.0;;;1.0;;360.3;17.9;232.5;
126;16.0;60.0;300.0;8.0;2.0;4.5;15.0;16.0;16.0;3200.0;1.0;1.0;;;;;;;512.0;;512.0;1.0;1.0;0.0;0.0;;42.0;45.0;;3.0;;1.9;1.0;;;1.0;1.0;;355.2;19.7;252.4;
127;15.6;;;10.0;3.3;4.4;15.0;12.0;8.0;;2.0;2.0;;;;;;;512.0;;512.0;1.0;1.0;;;;40.0;45.0;5.0;3.0;;1.7;;3.0;;;;;362.9;17.9;241.26;
128;15.6;60.0;300.0;8.0;1.5;4.4;45.0;12.0;8.0;4800.0;0.0;0.0;;;;;;;512.0;;512.0;1.0;1.0;;;;47.0;65.0;12.0;;;1.62;1.0;2.0;;;;;359.3;17.9;235.0;
129;15.6;144.0;;10.0;;4.7;45.0;24.0;16.0;4800.0;2.0;2.0;;8.0;105.0;;;;1000.0;;1000.0;1.0;2.0;;;;53.5;200.0;;3.0;;2.25;1.0;2.0;;;1.0;;359.0;24.9;259.0;
130;15.6;60.0;250.0;4.0;2.4;4.1;15.0;4.0;8.0;5500.0;1.0;1.0;;;;;;;512.0;;512.0;1.0;1.0;0.0;0.0;;;45.0;10.5;3.0;;1.59;1.0;2.0;;;;;359.8;18.6;236.0;
131;15.6;;250.0;10.0;1.7;5.0;;12.0;16.0;3200.0;2.0;2.0;;;;;;;512.0;;512.0;;;;;;;45.0;;3.0;;1.79;1.0;3.0;;;;;359.4;19.9;233.9;
132;15.6;60.0;300.0;6.0;2.1;4.0;25.0;8.0;8.0;3200.0;1.0;1.0;;;;;;;512.0;;512.0;1.0;1.0;0.0;0.0;;45.0;65.0;;;;1.65;1.0;1.0;;;1.0;;359.2;19.9;236.5;
133;15.6;60.0;;4.0;2.4;4.2;28.0;8.0;16.0;;1.0;1.0;;;;;;;1000.0;;1000.0;1.0;1.0;;;;45.0;45.0;;3.0;;1.65;1.0;2.0;;;1.0;;363.4;17.9;238.5;
134;15.6;144.0;250.0;8.0;3.2;4.7;35.0;16.0;16.0;4800.0;2.0;2.0;;6.0;140.0;2420.0;;;1000.0;;1000.0;1.0;2.0;0.0;0.0;;90.0;240.0;;4.0;;2.2;2.0;2.0;;;;;354.0;24.9;251.0;
135;14.0;;300.0;8.0;2.0;2.05;;;8.0;3600.0;;;;;;;;;128.0;;128.0;0.0;0.0;0.0;0.0;;47.0;45.0;13.5;3.0;;1.3;1.0;1.0;;;;;325.9;18.6;221.8;
136;16.0;60.0;300.0;6.0;2.0;4.5;15.0;16.0;16.0;4266.0;0.0;0.0;;;;;;;512.0;;512.0;1.0;1.0;0.0;0.0;;52.5;65.0;14.0;;;2.1;1.0;2.0;;;;;357.8;18.7;253.9;
137;14.0;;;2.0;2.4;4.2;28.0;8.0;8.0;;;;;;;;;;512.0;;512.0;1.0;1.0;;;;48.0;65.0;9.0;3.0;;1.2;1.0;2.0;;;;;322.8;15.9;212.2;
138;15.6;60.0;;6.0;0.9;4.5;15.0;10.0;16.0;;;0.0;;;;;;;1000.0;;1000.0;1.0;1.0;;;;50.0;65.0;;3.0;;1.77;;2.0;1.0;;;;362.9;17.9;237.5;
139;133.0;;500.0;8.0;;;;;8.0;;;;;;;;;;256.0;;256.0;;;;;;58.0;;;;20.0;14.0;2.0;;2.0;;;;3041.0;156.0;2124.0;
140;14.1;60.0;;2.0;1.1;2.8;6.0;4.0;4.0;2400.0;;;;;;;;;128.0;;;0.0;1.0;;;;30.0;24.0;8.0;;;1.3;1.0;1.0;;;1.0;;330.0;15.0;220.0;
141;15.6;;600.0;6.0;3.3;4.2;35.0;16.0;16.0;;;;;4.0;;;;;512.0;;512.0;;;;;;63.0;120.0;;3.0;;1.65;1.0;1.0;;;2.0;;359.8;19.5;253.3;
142;1051.0;;;2.0;11.0;34.0;5.0;4.0;4.0;;;;;;;;;;64.0;;;;;;;;268.0;24.0;;2.0;11.0;54.0;1.0;;;;;;245.0;83.0;175.0;
143;10.51;;;2.0;1.1;3.4;5.0;4.0;8.0;;1.0;1.0;;;;;;;128.0;;128.0;1.0;;;;;26.8;24.0;11.0;2.0;;0.54;1.0;;;;;;245.0;8.3;175.0;
144;15.6;165.0;350.0;12.0;1.9;4.7;45.0;18.0;16.0;5200.0;1.0;1.0;;8.0;115.0;2370.0;;;1000.0;;1000.0;1.0;2.0;0.0;0.0;;60.0;230.0;5.32;;;2.4;1.0;1.0;;2.0;;;359.6;25.2;264.8;
145;15.6;;250.0;4.0;2.8;4.3;;4.0;8.0;3200.0;;2.0;;;;;;;512.0;;512.0;;;;;;;45.0;;3.0;;1.52;1.0;2.0;;;;;360.0;18.6;236.0;
146;14.0;90.0;400.0;12.0;3.4;4.7;28.0;18.0;16.0;;;;;;;;;;512.0;;512.0;;;;;;75.0;65.0;;4.0;;1.39;;1.0;2.0;;;;313.6;16.9;220.6;
147;15.6;60.0;250.0;6.0;1.2;4.4;15.0;10.0;8.0;3200.0;0.0;1.0;;;;;;;512.0;;512.0;1.0;1.0;0.0;1.0;;42.0;65.0;;3.0;;1.73;;;1.0;2.0;1.0;;358.0;19.4;236.5;
148;15.6;60.0;250.0;8.0;1.8;3.8;15.0;6.0;8.0;3200.0;1.0;1.0;;;;;;;1000.0;;1000.0;1.0;1.0;0.0;0.0;;;45.0;;3.0;;1.59;1.0;2.0;;;;;359.8;18.6;236.0;
149;17.3;144.0;250.0;12.0;3.0;5.2;55.0;64.0;16.0;4800.0;2.0;2.0;;8.0;140.0;0.0;;;1000.0;;1000.0;1.0;2.0;0.0;0.0;;90.0;280.0;;4.0;;2.8;2.0;2.0;;;;;395.0;30.8;282.0;
150;14.1;60.0;;2.0;1.1;2.8;6.0;4.0;4.0;2400.0;;;;;;;;;128.0;;;0.0;1.0;;;;30.0;24.0;;;;1.3;1.0;1.0;;;1.0;;330.0;15.0;220.0;
151;15.6;60.0;300.0;12.0;1.2;4.4;28.0;12.0;16.0;3200.0;;0.0;;;;;;;512.0;;512.0;1.0;1.0;0.0;1.0;;57.0;100.0;12.8;;;1.85;2.0;2.0;;;;;356.67;16.9;233.13;
152;15.6;60.0;;6.0;3.3;4.5;15.0;10.0;16.0;3200.0;;;;;;;;;256.0;;256.0;1.0;1.0;;;;39.3;65.0;;3.0;;1.7;1.0;;;1.0;2.0;;359.0;19.9;241.0;
153;14.0;;;4.0;2.8;4.3;15.0;4.0;16.0;1900.0;0.0;0.0;;;;;;;256.0;;256.0;1.0;1.0;;;;56.0;65.0;12.0;3.0;;1.45;2.0;1.0;;;;;319.0;19.9;227.0;
154;153.0;;500.0;;;;;;16.0;;;;;;;;;;512.0;;512.0;;;;;;665.0;35.0;;;18.0;151.0;;;2.0;;;;3404.0;115.0;2376.0;
155;11.6;60.0;;2.0;1.1;2.8;6.0;4.0;4.0;2400.0;;;;;;;;;128.0;;;0.0;1.0;;;;30.0;24.0;6.0;;;1.0;1.0;1.0;;;1.0;;280.0;15.0;195.0;
156;14.0;90.0;400.0;12.0;2.1;4.7;28.0;18.0;16.0;4800.0;;0.0;;;;;;;1000.0;;1000.0;1.0;1.0;0.0;0.0;;75.0;65.0;9.0;4.0;;1.39;;;2.0;1.0;;;313.6;16.9;220.6;
157;15.6;;;4.0;2.5;4.5;28.0;8.0;16.0;;0.0;0.0;;;;;;;512.0;;512.0;1.0;1.0;;;;48.0;65.0;7.0;3.0;;1.89;1.0;2.0;;;1.0;;363.4;17.9;238.5;
158;14.0;60.0;250.0;4.0;2.4;4.1;15.0;4.0;8.0;4800.0;;0.0;;;;;;;256.0;;256.0;1.0;1.0;0.0;0.0;;38.0;65.0;15.3;;;1.43;1.0;2.0;;;;;324.2;19.9;215.2;
159;13.3;60.0;400.0;8.0;;;;;16.0;3733.0;;;;;;;;;256.0;;256.0;;;;;;50.0;;18.0;;;1.25;2.0;;;;;;304.1;15.6;212.4;
160;15.6;60.0;250.0;4.0;2.4;4.1;15.0;4.0;8.0;5500.0;;0.0;;;;;;;256.0;;256.0;1.0;1.0;0.0;0.0;;47.0;65.0;14.0;;;1.62;1.0;2.0;;;;;359.3;17.9;235.0;
161;16.0;165.0;500.0;8.0;3.2;4.7;35.0;16.0;16.0;6400.0;;0.0;;4.0;;;;;512.0;;512.0;1.0;1.0;0.0;0.0;;75.0;135.0;15.9;;;2.08;1.0;2.0;;;;;356.81;17.4;247.42;
162;14.0;;250.0;4.0;2.6;3.8;;4.0;8.0;3200.0;1.0;;;;;;;;512.0;;512.0;;;;;;41.0;45.0;9.0;3.0;;1.46;1.0;2.0;;;;;324.0;17.9;225.0;
163;14.0;60.0;;4.0;2.6;4.0;15.0;8.0;8.0;;1.0;1.0;;;;;;;512.0;;512.0;1.0;1.0;0.0;1.0;;48.0;45.0;13.5;3.0;;1.8;1.0;3.0;;;;;328.0;19.9;236.0;
164;15.6;120.0;250.0;4.0;3.2;4.5;35.0;8.0;16.0;3200.0;2.0;2.0;;4.0;;;;;512.0;;512.0;1.0;2.0;0.0;1.0;;45.0;135.0;8.0;;;2.25;1.0;2.0;;;;;359.6;24.2;251.9;
165;10.5;;320.0;8.0;2.0;2.0;;2.0;4.0;;;;;;;;;;128.0;;128.0;;;;;;27.0;;12.0;2.0;;0.51;1.0;;;;;;255.4;8.0;167.2;
166;15.6;60.0;400.0;8.0;2.0;4.5;15.0;16.0;16.0;3200.0;1.0;1.0;;;;;;;1000.0;;1000.0;1.0;1.0;;;;50.0;65.0;;3.0;;1.6;1.0;2.0;;;1.0;;359.7;17.9;232.5;
167;15.6;120.0;250.0;6.0;1.2;4.4;15.0;10.0;8.0;2666.0;1.0;2.0;;;;;;;256.0;;256.0;1.0;1.0;;;;41.0;65.0;;3.0;;1.9;;2.0;;;1.0;;358.5;18.99;235.56;
168;15.6;;;6.0;3.3;4.5;15.0;10.0;8.0;;;;;;;;;;512.0;;512.0;1.0;1.0;;;;50.0;65.0;8.0;3.0;;1.78;;2.0;1.0;;;;361.0;17.9;237.0;
169;16.2;120.0;1000.0;12.0;;;;;16.0;;;;;;;;;;512.0;;512.0;;;;;;100.0;;22.0;;;2.15;3.0;;3.0;;;;355.7;16.8;248.1;
170;15.6;;;4.0;1.1;2.8;6.0;;4.0;2400.0;;;;;;;;;128.0;;128.0;;1.0;;1.0;;38.0;24.0;8.0;;;1.5;1.0;2.0;;;;;360.0;17.0;235.0;
171;16.0;60.0;300.0;10.0;2.4;4.9;45.0;24.0;16.0;5200.0;;;;;;;;;1000.0;;1000.0;1.0;1.0;;;;56.6;65.0;11.5;;;1.89;2.0;2.0;;;;;356.0;16.9;251.0;
172;14.0;60.0;;4.0;2.8;4.3;15.0;4.0;8.0;1900.0;;0.0;;;;;;;256.0;;256.0;1.0;1.0;;;;56.0;65.0;;3.0;;1.45;2.0;;;;;;319.0;19.9;227.0;
173;15.6;60.0;250.0;4.0;2.4;4.1;15.0;4.0;8.0;4800.0;;0.0;;;;;;;512.0;;512.0;1.0;1.0;0.0;0.0;;38.0;65.0;14.4;;;1.65;1.0;2.0;;;;;359.2;19.9;235.8;
174;18.0;165.0;300.0;24.0;39.0;54.0;55.0;36.0;32.0;5600.0;2.0;2.0;;8.0;140.0;2080.0;;;1000.0;;1000.0;1.0;2.0;;;;90.0;330.0;;4.0;5.0;316.0;;1.0;2.0;2.0;;;405.0;269.0;31161.0;
175;11.6;60.0;;2.0;1.1;2.8;6.0;4.0;4.0;2400.0;;;;;;;;;128.0;;;0.0;1.0;;;;30.0;24.0;6.0;;;1.0;1.0;1.0;;;1.0;;280.0;15.0;195.0;
176;15.6;60.0;300.0;10.0;1.2;4.7;55.0;12.0;16.0;3200.0;1.0;1.0;;2.0;;;;;512.0;;512.0;1.0;2.0;;;;45.0;65.0;8.0;;;1.7;1.0;2.0;1.0;;;;357.0;18.9;235.0;
177;13.5;;360.0;8.0;3.0;;;;8.0;2133.0;;;;;;;;;128.0;;128.0;;;;;;36.0;45.0;11.0;2.0;;1.28;2.0;1.0;;;;;300.0;16.3;235.0;
178;14.0;60.0;250.0;5.0;1.2;4.5;15.0;10.0;8.0;2666.0;1.0;2.0;;;;;;;256.0;;256.0;1.0;1.0;;;;41.0;65.0;;3.0;;1.46;1.0;1.0;;;1.0;;323.67;19.48;220.26;
179;16.0;240.0;1100.0;24.0;2.2;5.6;;36.0;32.0;4800.0;2.0;2.0;;16.0;175.0;;;;1000.0;;1000.0;1.0;2.0;0.0;0.0;;90.0;330.0;;4.0;;2.5;1.0;;1.0;2.0;;;354.0;30.4;226.0;
180;15.6;60.0;250.0;4.0;;3.4;6.0;6.0;8.0;3200.0;;0.0;;;;;;;128.0;;;;;;;;42.0;45.0;;3.0;;1.63;1.0;1.0;;;1.0;;360.3;17.9;232.5;
181;15.6;60.0;600.0;8.0;3.2;4.4;45.0;16.0;16.0;3200.0;;0.0;;4.0;50.0;1057.5;;;512.0;;512.0;1.0;1.0;;;;63.0;120.0;;3.0;;1.65;1.0;1.0;;;2.0;;359.8;19.9;235.3;
182;15.6;60.0;250.0;8.0;1.5;4.6;45.0;12.0;8.0;3200.0;0.0;1.0;;;;;;;512.0;;512.0;1.0;1.0;0.0;1.0;;38.0;65.0;7.5;;;1.65;1.0;1.0;;;1.0;;359.2;19.9;235.8;
183;14.0;60.0;;6.0;1.2;4.5;15.0;10.0;8.0;;;;;;;;;;512.0;;512.0;1.0;1.0;;;;50.0;65.0;11.0;3.0;;2.0;;2.0;1.0;;;;318.2;17.8;225.5;
184;15.6;120.0;250.0;4.0;3.2;4.5;35.0;8.0;16.0;3200.0;2.0;2.0;;4.0;80.0;1500.0;;;512.0;;512.0;1.0;2.0;;1.0;;45.0;170.0;;;;2.25;1.0;2.0;;;;;359.6;24.2;251.9;
185;10.95;60.0;400.0;8.0;2.55;;;;8.0;2133.0;0.0;0.0;;;;;;;128.0;;;0.0;0.0;0.0;0.0;;;30.0;12.0;;;0.95;2.0;;;;;;258.04;7.9;164.55;
186;14.0;90.0;600.0;12.0;2.1;4.7;28.0;18.0;16.0;;;;;;;;;;1000.0;;1000.0;1.0;;;;;75.0;65.0;18.0;4.0;;1.39;;;2.0;1.0;;;313.6;16.9;220.6;
187;15.6;60.0;250.0;2.0;3.0;4.1;28.0;6.0;8.0;3200.0;1.0;2.0;;;;;;;512.0;;512.0;1.0;1.0;;;;41.0;65.0;;3.0;;1.9;1.0;1.0;;;1.0;;358.5;18.99;235.56;
188;15.6;;;4.0;2.4;4.2;28.0;8.0;16.0;;;;;;;;;;512.0;;512.0;1.0;1.0;;1.0;;36.0;45.0;9.0;2.0;;1.7;;2.0;;;1.0;;363.4;19.9;238.4;
189;15.6;120.0;250.0;6.0;3.3;4.55;35.0;16.0;16.0;4800.0;2.0;2.0;;6.0;85.0;2370.0;;;512.0;;512.0;1.0;2.0;0.0;0.0;;60.0;170.0;13.1;;;2.32;1.0;2.0;;;;;359.6;21.8;266.4;
190;12.2;;300.0;4.0;0.8;3.4;6.0;6.0;8.0;4800.0;0.0;0.0;;;;;;;128.0;;128.0;0.0;0.0;0.0;0.0;;47.0;45.0;12.0;3.0;;1.25;1.0;2.0;;;;;284.0;18.4;210.0;
191;17.3;60.0;300.0;6.0;2.1;4.0;25.0;12.0;8.0;3200.0;1.0;1.0;;;;;;;512.0;;512.0;1.0;1.0;0.0;0.0;;45.0;65.0;10.0;;;2.1;1.0;1.0;;;1.0;;399.0;19.9;274.0;
192;14.0;60.0;250.0;6.0;1.2;4.4;15.0;10.0;8.0;3200.0;0.0;1.0;;;;;;;256.0;;256.0;1.0;1.0;0.0;1.0;;42.0;65.0;;3.0;;1.45;;;1.0;2.0;1.0;;323.4;19.2;215.6;
193;15.6;60.0;;4.0;2.7;4.1;15.0;8.0;8.0;;1.0;1.0;;;;;;;512.0;;512.0;1.0;1.0;;;;50.0;65.0;9.5;3.0;;1.9;1.0;3.0;;;;;362.9;17.9;237.8;
194;16.0;240.0;500.0;14.0;2.3;4.7;45.0;24.0;16.0;3200.0;0.0;1.0;;8.0;120.0;2030.0;;;1000.0;;1000.0;1.0;2.0;0.0;0.0;;90.0;240.0;;4.0;;2.0;1.0;;1.0;2.0;;;355.0;22.3;243.0;
195;17.3;60.0;;4.0;1.1;2.8;6.0;4.0;4.0;;1.0;2.0;;;;;;;128.0;;128.0;1.0;1.0;0.0;1.0;;36.0;45.0;9.5;2.0;;1.9;;2.0;;;1.0;;403.5;19.9;250.5;
196;16.0;60.0;300.0;8.0;2.0;4.5;15.0;16.0;16.0;3200.0;1.0;1.0;;;;;;;1000.0;;1000.0;1.0;2.0;;;;57.0;65.0;;;;1.81;2.0;2.0;;;;;356.1;19.85;247.7;
197;15.6;60.0;;4.0;2.4;4.1;15.0;4.0;8.0;;;0.0;;;;;;;512.0;;512.0;1.0;1.0;;;;40.0;45.0;9.0;3.0;;1.78;1.0;2.0;;;;;362.9;18.9;237.5;
198;13.5;60.0;360.0;8.0;3.0;;;;8.0;2133.0;0.0;0.0;;;;;;;128.0;;;;;;;;36.0;45.0;11.0;2.0;;1.28;2.0;1.0;;;;;300.0;16.3;235.0;
199;15.6;144.0;250.0;8.0;4.0;5.2;35.0;16.0;16.0;4800.0;2.0;2.0;;8.0;140.0;2225.0;;;1000.0;;1000.0;1.0;2.0;0.0;0.0;;90.0;240.0;;4.0;;2.2;2.0;2.0;;;;;354.0;24.9;251.0;
200;15.6;;;6.0;3.3;4.4;15.0;15.0;8.0;;1.0;1.0;;;;;;;512.0;;512.0;1.0;1.0;;;;40.0;45.0;5.0;3.0;;1.7;;3.0;;;;;362.9;17.9;241.26;
201;14.0;60.0;400.0;10.0;0.9;4.6;15.0;12.0;16.0;4266.0;;0.0;;;;;;;512.0;;512.0;1.0;1.0;0.0;0.0;;52.5;65.0;;;;1.5;;2.0;1.0;;;;313.1;17.4;224.9;
202;15.6;60.0;250.0;2.0;3.0;4.1;28.0;6.0;8.0;3200.0;1.0;2.0;;;;;;;256.0;;256.0;1.0;1.0;;;;41.0;65.0;;3.0;;1.9;1.0;1.0;;;1.0;;358.5;18.99;235.56;
203;15.6;120.0;250.0;6.0;1.2;4.4;15.0;10.0;8.0;2666.0;1.0;2.0;;;;;;;256.0;;256.0;1.0;1.0;;;;41.0;65.0;;3.0;;1.83;;2.0;;;1.0;;358.5;18.99;235.56;
204;16.0;165.0;500.0;24.0;3.9;5.4;55.0;36.0;32.0;5600.0;2.0;2.0;;8.0;140.0;1585.0;;;1000.0;;1000.0;1.0;2.0;;;;90.0;330.0;6.5;4.0;;2.6;;1.0;2.0;2.0;;;360.1;26.55;279.9;
205;15.6;60.0;250.0;4.0;;3.4;6.0;6.0;4.0;3200.0;1.0;;;;;;;;128.0;;128.0;;;;;;41.0;45.0;7.5;3.0;;1.59;1.0;2.0;;;;;350.0;20.0;300.0;
206;15.6;60.0;250.0;10.0;1.7;4.7;15.0;12.0;16.0;3200.0;1.0;1.0;;;;;;;1000.0;;1000.0;1.0;1.0;0.0;0.0;;42.0;45.0;10.0;3.0;;1.7;1.0;2.0;;;1.0;;359.7;17.9;232.5;
207;15.6;60.0;;8.0;1.8;3.8;15.0;6.0;16.0;;;0.0;;;;;;;1000.0;;1000.0;1.0;1.0;;;;50.0;45.0;;3.0;;1.7;1.0;2.0;;;;;362.3;18.9;237.5;
208;15.6;60.0;250.0;6.0;1.2;4.4;15.0;10.0;8.0;3200.0;1.0;2.0;;;;;;;512.0;;512.0;1.0;1.0;0.0;1.0;;48.0;65.0;;3.0;;1.75;1.0;1.0;1.0;;1.0;;364.5;20.0;247.3;
209;15.6;120.0;250.0;4.0;3.2;4.5;35.0;8.0;8.0;3200.0;1.0;2.0;;4.0;50.0;1560.0;;;512.0;;512.0;1.0;2.0;;1.0;;45.0;135.0;8.0;;;2.25;1.0;2.0;;;;;359.6;24.2;251.9;
210;15.6;60.0;300.0;2.0;2.4;3.5;15.0;2.0;8.0;5500.0;0.0;0.0;;;;;;;256.0;;256.0;1.0;1.0;0.0;0.0;;47.0;65.0;14.0;;;1.62;1.0;2.0;;;;;359.3;17.9;235.0;
211;15.6;60.0;300.0;8.0;2.0;4.5;15.0;16.0;16.0;3200.0;;0.0;;;;;;;512.0;;512.0;1.0;1.0;0.0;1.0;;57.0;65.0;13.6;;;1.85;2.0;2.0;;;;;356.67;16.9;233.13;
212;16.0;60.0;300.0;6.0;2.0;4.3;15.0;16.0;8.0;4800.0;;;;;;;;;512.0;;512.0;1.0;1.0;0.0;0.0;;42.0;45.0;;3.0;;1.88;1.0;;;;1.0;;358.7;19.9;249.5;
213;15.6;60.0;250.0;8.0;1.8;3.8;15.0;6.0;16.0;3200.0;1.0;1.0;;;;;;;512.0;;512.0;1.0;1.0;;;;42.0;65.0;;3.0;;1.69;2.0;1.0;;;1.0;;361.6;19.9;233.0;
214;17.3;144.0;250.0;14.0;2.3;4.7;45.0;24.0;16.0;3200.0;2.0;2.0;;4.0;95.0;1790.0;;;1000.0;;1000.0;1.0;2.0;0.0;0.0;;56.0;200.0;;4.0;;2.6;1.0;2.0;1.0;;;;395.0;25.4;264.0;
215;15.6;60.0;;4.0;2.8;4.3;15.0;2.0;16.0;;;0.0;;;;;;;512.0;;512.0;1.0;1.0;;;;40.0;45.0;9.0;3.0;;1.8;1.0;2.0;;;;;362.9;18.9;237.5;
216;16.0;60.0;250.0;12.0;1.6;5.0;28.0;18.0;16.0;4800.0;;0.0;;4.0;45.0;1477.0;;;512.0;;512.0;1.0;1.0;0.0;0.0;;54.0;65.0;;4.0;;1.9;;2.0;1.0;;;;356.78;17.95;251.9;
217;14.0;60.0;300.0;6.0;2.0;4.5;15.0;16.0;16.0;4266.0;;0.0;;;;;;;512.0;;512.0;1.0;1.0;0.0;0.0;;52.5;65.0;;;;1.55;1.0;2.0;;;;;313.1;17.8;224.9;
218;14.0;60.0;250.0;4.0;2.8;4.3;15.0;4.0;8.0;4800.0;0.0;0.0;;;;;;;256.0;;256.0;1.0;;;;;38.0;65.0;8.4;;;1.43;1.0;2.0;;;;;324.2;19.9;215.2;
219;13.6;;500.0;8.0;;;;4.0;8.0;;;;;;;;;;256.0;;256.0;;;;;;53.0;;18.0;;;1.24;2.0;;2.0;;;;304.0;11.3;215.0;
220;15.6;60.0;;4.0;1.0;3.4;6.0;6.0;8.0;;;;;;;;;;512.0;;512.0;1.0;1.0;;;;50.0;45.0;11.5;;;1.7;1.0;;;;;;362.9;18.9;237.5;
221;15.6;60.0;400.0;14.0;1.8;5.0;45.0;24.0;32.0;5200.0;2.0;2.0;;8.0;95.0;1687.0;;;1000.0;;1000.0;1.0;2.0;;;;83.0;150.0;;6.0;;2.0;;3.0;1.0;;;;359.4;22.8;233.9;
222;14.0;60.0;250.0;4.0;1.1;4.0;15.0;8.0;8.0;4266.0;0.0;0.0;;;;;;;256.0;;256.0;1.0;1.0;0.0;0.0;;50.0;45.0;11.0;3.0;;1.65;2.0;2.0;;;;;325.0;19.9;219.8;
223;15.6;60.0;250.0;4.0;2.4;4.2;28.0;8.0;8.0;3200.0;1.0;2.0;;;;;;;256.0;;256.0;1.0;1.0;;;;41.0;65.0;;3.0;;1.9;1.0;1.0;;;1.0;;358.5;18.99;235.56;
224;16.0;240.0;1100.0;24.0;2.2;5.6;;36.0;32.0;4800.0;2.0;2.0;;12.0;175.0;;;;1000.0;;1000.0;1.0;2.0;0.0;0.0;;90.0;330.0;;4.0;;2.5;1.0;;1.0;2.0;;;354.0;30.4;226.0;
225;15.6;60.0;250.0;8.0;1.8;3.8;15.0;6.0;8.0;4800.0;;0.0;;;;;;;512.0;;512.0;1.0;1.0;0.0;0.0;;47.0;65.0;11.7;;;1.55;1.0;2.0;;;;;359.3;17.9;235.0;
