;id;Display -> Display size;Display -> Display refresh rate;Display -> Luminosity;Processor -> Number of processor cores;Processor -> Processor frequency;Processor -> Core boost frequency;Processor -> TDP;Processor -> Cache processor;Memory -> Size of operational RAM;Memory -> Memory frequency;Memory -> Number of installed slots;Memory -> Total number of slots;Memory -> Intel Optane;Graphics card -> Graphics card memory;Graphics card -> Maximum Graphic Power (TGP);Graphics card -> Boost clock;Graphics card -> Number of stream processors;Graphics card -> GPU Passmark;Hard drive -> Storage capacity;Hard drive -> HDD capacity;Hard drive -> SSD capacity;Hard drive -> Number of occupied slots M.2;Hard drive -> Slots in total M.2;"Hard drive -> Number of occupied slots 2.5""";"Hard drive -> Slots in total 2.5""";Hard drive -> Number of free slots;Battery -> Battery capacity;Battery -> Charging power;Battery -> Maximum battery capacity;Battery -> Number of cells;Battery -> Standby time;Weight -> Weight;Interface -> USB-C;Interface -> USB 3.2 Gen 1 (USB 3.0);Interface -> Thunderbolt / USB 4;Interface -> USB 3.2 Gen 2;Interface -> USB 2.0;Interface -> USB 3.2 Gen 2x2;Dimensions -> Width;Dimensions -> Maximum height;Dimensions -> Depth;Unnamed: 42;Price;Price without VAT
102;102;15.6;;;4.0;2.4;4.2;28.0;8.0;16.0;;;;;;;;;;512.0;;512.0;1.0;1.0;;1.0;;36.0;45.0;9.0;2.0;;1.7;;2.0;;;1.0;;363.4;19.9;238.4;;12990.0;10736.0
103;103;15.6;60.0;300.0;4.0;2.5;4.5;28.0;8.0;8.0;3200.0;1.0;1.0;;;;;;;512.0;;512.0;1.0;1.0;;;;45.0;65.0;12.0;;;1.65;1.0;1.0;;;1.0;;359.2;19.9;236.5;;12989.0;10735.0
104;104;13.6;;500.0;8.0;;;;4.0;8.0;;;;;;;;;;512.0;;512.0;;;;;;53.0;;18.0;;;1.24;2.0;;2.0;;;;304.0;11.3;215.0;;36990.0;30570.0
105;105;11.6;;;4.0;1.1;3.1;6.0;4.0;4.0;;;;;;;;;;128.0;;;1.0;1.0;;;;48.0;45.0;10.0;3.0;;1.53;;1.0;;;2.0;;291.0;22.3;211.0;;7490.0;6190.0
106;106;14.0;120.0;400.0;14.0;1.8;5.0;115.0;24.0;16.0;5200.0;;;;6.0;;;;;1000.0;;1000.0;1.0;1.0;;;;75.0;140.0;11.0;;;1.46;1.0;2.0;1.0;;;;312.0;15.99;221.0;;29989.0;24784.0
107;107;11.5;60.0;400.0;4.0;0.8;3.4;6.0;6.0;8.0;4800.0;;0.0;;;;;;;128.0;;128.0;1.0;1.0;;;;35.6;45.0;;;;1.14;2.0;;;;;;271.3;8.95;172.0;;12490.0;10322.0
108;108;14.0;60.0;;6.0;33.0;45.0;15.0;10.0;16.0;3200.0;0.0;0.0;;;;;;;256.0;;256.0;1.0;1.0;;;;393.0;65.0;;3.0;;14.0;1.0;;;1.0;2.0;;320.0;1935.0;223.0;;12490.0;10322.0
109;109;18.0;240.0;500.0;24.0;2.2;5.6;55.0;36.0;32.0;4800.0;2.0;2.0;;8.0;140.0;2420.0;;;1000.0;;1000.0;1.0;2.0;0.0;0.0;;90.0;280.0;;4.0;;3.0;1.0;;1.0;2.0;;;399.0;30.8;294.0;;48990.0;40488.0
110;110;17.3;;;4.0;1.1;3.3;6.0;4.0;8.0;;1.0;2.0;;;;;;;256.0;;256.0;1.0;1.0;;1.0;;36.0;45.0;7.5;2.0;;2.5;;2.0;;;1.0;;403.5;20.9;263.7;;11990.0;9909.0
111;111;13.0;;;10.0;;4.4;55.0;12.0;8.0;;;;;;;;;;256.0;;256.0;;;;;;47.7;;;4.0;;0.9;2.0;;;;;;287.0;9.3;208.0;;26490.0;21893.0
112;112;15.6;60.0;250.0;6.0;1.2;4.4;15.0;10.0;8.0;3200.0;1.0;1.0;;;;;;;256.0;;256.0;1.0;1.0;0.0;0.0;;42.0;65.0;;3.0;;1.69;2.0;1.0;;;1.0;;361.6;19.9;233.0;;14489.0;11974.0
113;113;15.6;60.0;300.0;6.0;0.9;4.4;55.0;10.0;8.0;3200.0;0.0;1.0;;;;;;;256.0;;256.0;1.0;2.0;;;;45.0;65.0;8.0;;;1.7;1.0;2.0;1.0;;;;357.0;18.9;235.0;;13290.0;10983.0
114;114;16.0;240.0;500.0;24.0;2.2;5.4;55.0;36.0;32.0;5600.0;2.0;2.0;;8.0;140.0;2175.0;;;1000.0;;1000.0;1.0;2.0;;;;80.0;300.0;6.5;;;2.55;2.0;4.0;;;;;363.4;26.75;260.35;;55990.0;46273.0
115;115;11.6;60.0;;2.0;1.1;2.8;6.0;4.0;4.0;2400.0;;;;;;;;;128.0;;;0.0;1.0;;;;30.0;24.0;6.0;;;1.0;1.0;1.0;;;1.0;;280.0;15.0;195.0;;3990.0;3298.0
116;116;15.6;60.0;300.0;10.0;1.2;4.7;55.0;12.0;16.0;3200.0;1.0;1.0;;2.0;25.0;;;;512.0;;512.0;1.0;1.0;;;;57.0;65.0;15.6;;;1.7;;1.0;1.0;;1.0;;365.0;18.9;240.0;;27690.0;22884.0
117;117;17.3;60.0;300.0;6.0;0.9;4.5;55.0;10.0;8.0;3200.0;0.0;1.0;;;;;;;256.0;;256.0;1.0;1.0;0.0;0.0;;45.0;65.0;7.25;;;2.02;1.0;1.0;;;1.0;;399.0;19.9;274.0;;12890.0;10653.0
118;118;15.6;;;8.0;3.8;;15.0;6.0;16.0;;;;;;;;;;512.0;;512.0;1.0;1.0;;;;40.0;45.0;10.0;3.0;;1.7;1.0;2.0;;;;;362.9;18.9;237.5;;11990.0;9909.0
119;119;13.6;;500.0;8.0;;;;4.0;8.0;;;;;;;;;;256.0;;256.0;;;;;;53.0;;18.0;;;1.24;2.0;;2.0;;;;304.0;11.3;215.0;;29990.0;24785.0
120;120;15.6;60.0;;2.0;1.1;2.8;6.0;4.0;4.0;2400.0;;;;;;;;;128.0;;;0.0;1.0;;;;38.0;24.0;8.0;;;1.5;1.0;1.0;;;1.0;;375.0;19.0;250.0;;5989.0;4950.0
121;121;15.6;120.0;250.0;10.0;1.7;5.0;55.0;12.0;16.0;3200.0;2.0;2.0;;;;;;;512.0;;512.0;1.0;1.0;;;;54.0;65.0;;4.0;;1.63;1.0;1.0;;;1.0;;358.5;17.5;235.56;;24190.0;19992.0
122;122;15.6;120.0;250.0;8.0;1.8;3.8;15.0;6.0;8.0;3200.0;1.0;2.0;;;;;;;512.0;;512.0;1.0;1.0;;;;3.0;65.0;;41.0;;1.65;;2.0;;;1.0;;358.5;18.99;235.56;;13590.0;11231.0
123;123;13.3;;400.0;8.0;2.55;;;;8.0;2133.0;0.0;0.0;;;;;;;256.0;;;0.0;0.0;0.0;0.0;;42.0;30.0;15.5;;;1.02;2.0;;;;;;305.86;7.23;186.74;;14199.0;11735.0
124;124;14.5;120.0;400.0;8.0;3.8;5.1;54.0;16.0;32.0;6400.0;;;;8.0;105.0;2370.0;;;1000.0;;1000.0;1.0;2.0;;;;73.6;170.0;10.4;;;1.75;2.0;;;2.0;;;327.49;21.29;250.62;;44990.0;37182.0
125;125;15.6;60.0;250.0;4.0;;3.4;6.0;6.0;4.0;3200.0;1.0;1.0;;;;;;;128.0;;;1.0;1.0;0.0;0.0;;42.0;45.0;;3.0;;1.63;1.0;1.0;;;1.0;;360.3;17.9;232.5;;7490.0;6190.0
126;126;16.0;60.0;300.0;8.0;2.0;4.5;15.0;16.0;16.0;3200.0;1.0;1.0;;;;;;;512.0;;512.0;1.0;1.0;0.0;0.0;;42.0;45.0;;3.0;;1.9;1.0;;;1.0;1.0;;355.2;19.7;252.4;;19990.0;16521.0
127;127;15.6;;;10.0;3.3;4.4;15.0;12.0;8.0;;2.0;2.0;;;;;;;512.0;;512.0;1.0;1.0;;;;40.0;45.0;5.0;3.0;;1.7;;3.0;;;;;362.9;17.9;241.26;;12990.0;10736.0
128;128;15.6;60.0;300.0;8.0;1.5;4.4;45.0;12.0;8.0;4800.0;0.0;0.0;;;;;;;512.0;;512.0;1.0;1.0;;;;47.0;65.0;12.0;;;1.62;1.0;2.0;;;;;359.3;17.9;235.0;;13790.0;11397.0
129;129;15.6;144.0;;10.0;;4.7;45.0;24.0;16.0;4800.0;2.0;2.0;;8.0;105.0;;;;1000.0;;1000.0;1.0;2.0;;;;53.5;200.0;;3.0;;2.25;1.0;2.0;;;1.0;;359.0;24.9;259.0;;35990.0;29744.0
130;130;15.6;60.0;250.0;4.0;2.4;4.1;15.0;4.0;8.0;5500.0;1.0;1.0;;;;;;;512.0;;512.0;1.0;1.0;0.0;0.0;;;45.0;10.5;3.0;;1.59;1.0;2.0;;;;;359.8;18.6;236.0;;11690.0;9661.0
131;131;15.6;;250.0;10.0;1.7;5.0;;12.0;16.0;3200.0;2.0;2.0;;;;;;;512.0;;512.0;;;;;;;45.0;;3.0;;1.79;1.0;3.0;;;;;359.4;19.9;233.9;;24990.0;20653.0
132;132;15.6;60.0;300.0;6.0;2.1;4.0;25.0;8.0;8.0;3200.0;1.0;1.0;;;;;;;512.0;;512.0;1.0;1.0;0.0;0.0;;45.0;65.0;;;;1.65;1.0;1.0;;;1.0;;359.2;19.9;236.5;;13499.0;11156.0
133;133;15.6;60.0;;4.0;2.4;4.2;28.0;8.0;16.0;;1.0;1.0;;;;;;;1000.0;;1000.0;1.0;1.0;;;;45.0;45.0;;3.0;;1.65;1.0;2.0;;;1.0;;363.4;17.9;238.5;;13990.0;11562.0
134;134;15.6;144.0;250.0;8.0;3.2;4.7;35.0;16.0;16.0;4800.0;2.0;2.0;;6.0;140.0;2420.0;;;1000.0;;1000.0;1.0;2.0;0.0;0.0;;90.0;240.0;;4.0;;2.2;2.0;2.0;;;;;354.0;24.9;251.0;;25990.0;21479.0
135;135;14.0;;300.0;8.0;2.0;2.05;;;8.0;3600.0;;;;;;;;;128.0;;128.0;0.0;0.0;0.0;0.0;;47.0;45.0;13.5;3.0;;1.3;1.0;1.0;;;;;325.9;18.6;221.8;;8499.0;7024.0
136;136;16.0;60.0;300.0;6.0;2.0;4.5;15.0;16.0;16.0;4266.0;0.0;0.0;;;;;;;512.0;;512.0;1.0;1.0;0.0;0.0;;52.5;65.0;14.0;;;2.1;1.0;2.0;;;;;357.8;18.7;253.9;;20390.0;16851.0
137;137;14.0;;;2.0;2.4;4.2;28.0;8.0;8.0;;;;;;;;;;512.0;;512.0;1.0;1.0;;;;48.0;65.0;9.0;3.0;;1.2;1.0;2.0;;;;;322.8;15.9;212.2;;14990.0;12388.0
138;138;15.6;60.0;;6.0;0.9;4.5;15.0;10.0;16.0;;;0.0;;;;;;;1000.0;;1000.0;1.0;1.0;;;;50.0;65.0;;3.0;;1.77;;2.0;1.0;;;;362.9;17.9;237.5;;14990.0;12388.0
139;139;133.0;;500.0;8.0;;;;;8.0;;;;;;;;;;256.0;;256.0;;;;;;58.0;;;;20.0;14.0;2.0;;2.0;;;;3041.0;156.0;2124.0;;34990.0;28917.0
140;140;14.1;60.0;;2.0;1.1;2.8;6.0;4.0;4.0;2400.0;;;;;;;;;128.0;;;0.0;1.0;;;;30.0;24.0;8.0;;;1.3;1.0;1.0;;;1.0;;330.0;15.0;220.0;;4989.0;4123.0
141;141;15.6;;600.0;6.0;3.3;4.2;35.0;16.0;16.0;;;;;4.0;;;;;512.0;;512.0;;;;;;63.0;120.0;;3.0;;1.65;1.0;1.0;;;2.0;;359.8;19.5;253.3;;19990.0;16521.0
142;142;1051.0;;;2.0;11.0;34.0;5.0;4.0;4.0;;;;;;;;;;64.0;;;;;;;;268.0;24.0;;2.0;11.0;54.0;1.0;;;;;;245.0;83.0;175.0;;12490.0;10322.0
143;143;10.51;;;2.0;1.1;3.4;5.0;4.0;8.0;;1.0;1.0;;;;;;;128.0;;128.0;1.0;;;;;26.8;24.0;11.0;2.0;;0.54;1.0;;;;;;245.0;8.3;175.0;;13790.0;11397.0
144;144;15.6;165.0;350.0;12.0;1.9;4.7;45.0;18.0;16.0;5200.0;1.0;1.0;;8.0;115.0;2370.0;;;1000.0;;1000.0;1.0;2.0;0.0;0.0;;60.0;230.0;5.32;;;2.4;1.0;1.0;;2.0;;;359.6;25.2;264.8;;34989.0;28917.0
145;145;15.6;;250.0;4.0;2.8;4.3;;4.0;8.0;3200.0;;2.0;;;;;;;512.0;;512.0;;;;;;;45.0;;3.0;;1.52;1.0;2.0;;;;;360.0;18.6;236.0;;10990.0;9083.0
146;146;14.0;90.0;400.0;12.0;3.4;4.7;28.0;18.0;16.0;;;;;;;;;;512.0;;512.0;;;;;;75.0;65.0;;4.0;;1.39;;1.0;2.0;;;;313.6;16.9;220.6;;26990.0;22306.0
147;147;15.6;60.0;250.0;6.0;1.2;4.4;15.0;10.0;8.0;3200.0;0.0;1.0;;;;;;;512.0;;512.0;1.0;1.0;0.0;1.0;;42.0;65.0;;3.0;;1.73;;;1.0;2.0;1.0;;358.0;19.4;236.5;;13990.0;11562.0
148;148;15.6;60.0;250.0;8.0;1.8;3.8;15.0;6.0;8.0;3200.0;1.0;1.0;;;;;;;1000.0;;1000.0;1.0;1.0;0.0;0.0;;;45.0;;3.0;;1.59;1.0;2.0;;;;;359.8;18.6;236.0;;13990.0;11562.0
149;149;17.3;144.0;250.0;12.0;3.0;5.2;55.0;64.0;16.0;4800.0;2.0;2.0;;8.0;140.0;0.0;;;1000.0;;1000.0;1.0;2.0;0.0;0.0;;90.0;280.0;;4.0;;2.8;2.0;2.0;;;;;395.0;30.8;282.0;;37990.0;31397.0
150;150;14.1;60.0;;2.0;1.1;2.8;6.0;4.0;4.0;2400.0;;;;;;;;;128.0;;;0.0;1.0;;;;30.0;24.0;;;;1.3;1.0;1.0;;;1.0;;330.0;15.0;220.0;;4889.0;4040.0
151;151;15.6;60.0;300.0;12.0;1.2;4.4;28.0;12.0;16.0;3200.0;;0.0;;;;;;;512.0;;512.0;1.0;1.0;0.0;1.0;;57.0;100.0;12.8;;;1.85;2.0;2.0;;;;;356.67;16.9;233.13;;17989.0;14867.0
152;152;15.6;60.0;;6.0;3.3;4.5;15.0;10.0;16.0;3200.0;;;;;;;;;256.0;;256.0;1.0;1.0;;;;39.3;65.0;;3.0;;1.7;1.0;;;1.0;2.0;;359.0;19.9;241.0;;12990.0;10736.0
153;153;14.0;;;4.0;2.8;4.3;15.0;4.0;16.0;1900.0;0.0;0.0;;;;;;;256.0;;256.0;1.0;1.0;;;;56.0;65.0;12.0;3.0;;1.45;2.0;1.0;;;;;319.0;19.9;227.0;;14890.0;12306.0
154;154;153.0;;500.0;;;;;;16.0;;;;;;;;;;512.0;;512.0;;;;;;665.0;35.0;;;18.0;151.0;;;2.0;;;;3404.0;115.0;2376.0;;49990.0;41314.0
155;155;11.6;60.0;;2.0;1.1;2.8;6.0;4.0;4.0;2400.0;;;;;;;;;128.0;;;0.0;1.0;;;;30.0;24.0;6.0;;;1.0;1.0;1.0;;;1.0;;280.0;15.0;195.0;;3990.0;3298.0
156;156;14.0;90.0;400.0;12.0;2.1;4.7;28.0;18.0;16.0;4800.0;;0.0;;;;;;;1000.0;;1000.0;1.0;1.0;0.0;0.0;;75.0;65.0;9.0;4.0;;1.39;;;2.0;1.0;;;313.6;16.9;220.6;;37490.0;30983.0
157;157;15.6;;;4.0;2.5;4.5;28.0;8.0;16.0;;0.0;0.0;;;;;;;512.0;;512.0;1.0;1.0;;;;48.0;65.0;7.0;3.0;;1.89;1.0;2.0;;;1.0;;363.4;17.9;238.5;;14990.0;12388.0
158;158;14.0;60.0;250.0;4.0;2.4;4.1;15.0;4.0;8.0;4800.0;;0.0;;;;;;;256.0;;256.0;1.0;1.0;0.0;0.0;;38.0;65.0;15.3;;;1.43;1.0;2.0;;;;;324.2;19.9;215.2;;12990.0;10736.0
159;159;13.3;60.0;400.0;8.0;;;;;16.0;3733.0;;;;;;;;;256.0;;256.0;;;;;;50.0;;18.0;;;1.25;2.0;;;;;;304.1;15.6;212.4;;30990.0;25612.0
160;160;15.6;60.0;250.0;4.0;2.4;4.1;15.0;4.0;8.0;5500.0;;0.0;;;;;;;256.0;;256.0;1.0;1.0;0.0;0.0;;47.0;65.0;14.0;;;1.62;1.0;2.0;;;;;359.3;17.9;235.0;;10990.0;9083.0
161;161;16.0;165.0;500.0;8.0;3.2;4.7;35.0;16.0;16.0;6400.0;;0.0;;4.0;;;;;512.0;;512.0;1.0;1.0;0.0;0.0;;75.0;135.0;15.9;;;2.08;1.0;2.0;;;;;356.81;17.4;247.42;;33989.0;28090.0
162;162;14.0;;250.0;4.0;2.6;3.8;;4.0;8.0;3200.0;1.0;;;;;;;;512.0;;512.0;;;;;;41.0;45.0;9.0;3.0;;1.46;1.0;2.0;;;;;324.0;17.9;225.0;;14190.0;11727.0
163;163;14.0;60.0;;4.0;2.6;4.0;15.0;8.0;8.0;;1.0;1.0;;;;;;;512.0;;512.0;1.0;1.0;0.0;1.0;;48.0;45.0;13.5;3.0;;1.8;1.0;3.0;;;;;328.0;19.9;236.0;;13490.0;11149.0
164;164;15.6;120.0;250.0;4.0;3.2;4.5;35.0;8.0;16.0;3200.0;2.0;2.0;;4.0;;;;;512.0;;512.0;1.0;2.0;0.0;1.0;;45.0;135.0;8.0;;;2.25;1.0;2.0;;;;;359.6;24.2;251.9;;16499.0;13636.0
165;165;10.5;;320.0;8.0;2.0;2.0;;2.0;4.0;;;;;;;;;;128.0;;128.0;;;;;;27.0;;12.0;2.0;;0.51;1.0;;;;;;255.4;8.0;167.2;;9990.0;8256.0
166;166;15.6;60.0;400.0;8.0;2.0;4.5;15.0;16.0;16.0;3200.0;1.0;1.0;;;;;;;1000.0;;1000.0;1.0;1.0;;;;50.0;65.0;;3.0;;1.6;1.0;2.0;;;1.0;;359.7;17.9;232.5;;19990.0;16521.0
167;167;15.6;120.0;250.0;6.0;1.2;4.4;15.0;10.0;8.0;2666.0;1.0;2.0;;;;;;;256.0;;256.0;1.0;1.0;;;;41.0;65.0;;3.0;;1.9;;2.0;;;1.0;;358.5;18.99;235.56;;13490.0;11149.0
168;168;15.6;;;6.0;3.3;4.5;15.0;10.0;8.0;;;;;;;;;;512.0;;512.0;1.0;1.0;;;;50.0;65.0;8.0;3.0;;1.78;;2.0;1.0;;;;361.0;17.9;237.0;;13990.0;11562.0
169;169;16.2;120.0;1000.0;12.0;;;;;16.0;;;;;;;;;;512.0;;512.0;;;;;;100.0;;22.0;;;2.15;3.0;;3.0;;;;355.7;16.8;248.1;;66090.0;54620.0
170;170;15.6;;;4.0;1.1;2.8;6.0;;4.0;2400.0;;;;;;;;;128.0;;128.0;;1.0;;1.0;;38.0;24.0;8.0;;;1.5;1.0;2.0;;;;;360.0;17.0;235.0;;6489.0;5363.0
171;171;16.0;60.0;300.0;10.0;2.4;4.9;45.0;24.0;16.0;5200.0;;;;;;;;;1000.0;;1000.0;1.0;1.0;;;;56.6;65.0;11.5;;;1.89;2.0;2.0;;;;;356.0;16.9;251.0;;20990.0;17347.0
172;172;14.0;60.0;;4.0;2.8;4.3;15.0;4.0;8.0;1900.0;;0.0;;;;;;;256.0;;256.0;1.0;1.0;;;;56.0;65.0;;3.0;;1.45;2.0;;;;;;319.0;19.9;227.0;;13290.0;10983.0
173;173;15.6;60.0;250.0;4.0;2.4;4.1;15.0;4.0;8.0;4800.0;;0.0;;;;;;;512.0;;512.0;1.0;1.0;0.0;0.0;;38.0;65.0;14.4;;;1.65;1.0;2.0;;;;;359.2;19.9;235.8;;12789.0;10569.0
174;174;18.0;165.0;300.0;24.0;39.0;54.0;55.0;36.0;32.0;5600.0;2.0;2.0;;8.0;140.0;2080.0;;;1000.0;;1000.0;1.0;2.0;;;;90.0;330.0;;4.0;5.0;316.0;;1.0;2.0;2.0;;;405.0;269.0;31161.0;;54990.0;45446.0
175;175;11.6;60.0;;2.0;1.1;2.8;6.0;4.0;4.0;2400.0;;;;;;;;;128.0;;;0.0;1.0;;;;30.0;24.0;6.0;;;1.0;1.0;1.0;;;1.0;;280.0;15.0;195.0;;3890.0;3215.0
176;176;15.6;60.0;300.0;10.0;1.2;4.7;55.0;12.0;16.0;3200.0;1.0;1.0;;2.0;;;;;512.0;;512.0;1.0;2.0;;;;45.0;65.0;8.0;;;1.7;1.0;2.0;1.0;;;;357.0;18.9;235.0;;26790.0;22140.0
177;177;13.5;;360.0;8.0;3.0;;;;8.0;2133.0;;;;;;;;;128.0;;128.0;;;;;;36.0;45.0;11.0;2.0;;1.28;2.0;1.0;;;;;300.0;16.3;235.0;;13490.0;11149.0
178;178;14.0;60.0;250.0;5.0;1.2;4.5;15.0;10.0;8.0;2666.0;1.0;2.0;;;;;;;256.0;;256.0;1.0;1.0;;;;41.0;65.0;;3.0;;1.46;1.0;1.0;;;1.0;;323.67;19.48;220.26;;14590.0;12058.0
179;179;16.0;240.0;1100.0;24.0;2.2;5.6;;36.0;32.0;4800.0;2.0;2.0;;16.0;175.0;;;;1000.0;;1000.0;1.0;2.0;0.0;0.0;;90.0;330.0;;4.0;;2.5;1.0;;1.0;2.0;;;354.0;30.4;226.0;;84990.0;70240.0
180;180;15.6;60.0;250.0;4.0;;3.4;6.0;6.0;8.0;3200.0;;0.0;;;;;;;128.0;;;;;;;;42.0;45.0;;3.0;;1.63;1.0;1.0;;;1.0;;360.3;17.9;232.5;;8490.0;7017.0
181;181;15.6;60.0;600.0;8.0;3.2;4.4;45.0;16.0;16.0;3200.0;;0.0;;4.0;50.0;1057.5;;;512.0;;512.0;1.0;1.0;;;;63.0;120.0;;3.0;;1.65;1.0;1.0;;;2.0;;359.8;19.9;235.3;;22990.0;19000.0
182;182;15.6;60.0;250.0;8.0;1.5;4.6;45.0;12.0;8.0;3200.0;0.0;1.0;;;;;;;512.0;;512.0;1.0;1.0;0.0;1.0;;38.0;65.0;7.5;;;1.65;1.0;1.0;;;1.0;;359.2;19.9;235.8;;13989.0;11561.0
183;183;14.0;60.0;;6.0;1.2;4.5;15.0;10.0;8.0;;;;;;;;;;512.0;;512.0;1.0;1.0;;;;50.0;65.0;11.0;3.0;;2.0;;2.0;1.0;;;;318.2;17.8;225.5;;13990.0;11562.0
184;184;15.6;120.0;250.0;4.0;3.2;4.5;35.0;8.0;16.0;3200.0;2.0;2.0;;4.0;80.0;1500.0;;;512.0;;512.0;1.0;2.0;;1.0;;45.0;170.0;;;;2.25;1.0;2.0;;;;;359.6;24.2;251.9;;17989.0;14867.0
185;185;10.95;60.0;400.0;8.0;2.55;;;;8.0;2133.0;0.0;0.0;;;;;;;128.0;;;0.0;0.0;0.0;0.0;;;30.0;12.0;;;0.95;2.0;;;;;;258.04;7.9;164.55;;9199.0;7602.0
186;186;14.0;90.0;600.0;12.0;2.1;4.7;28.0;18.0;16.0;;;;;;;;;;1000.0;;1000.0;1.0;;;;;75.0;65.0;18.0;4.0;;1.39;;;2.0;1.0;;;313.6;16.9;220.6;;32990.0;27264.0
187;187;15.6;60.0;250.0;2.0;3.0;4.1;28.0;6.0;8.0;3200.0;1.0;2.0;;;;;;;512.0;;512.0;1.0;1.0;;;;41.0;65.0;;3.0;;1.9;1.0;1.0;;;1.0;;358.5;18.99;235.56;;13390.0;11066.0
188;188;15.6;;;4.0;2.4;4.2;28.0;8.0;16.0;;;;;;;;;;512.0;;512.0;1.0;1.0;;1.0;;36.0;45.0;9.0;2.0;;1.7;;2.0;;;1.0;;363.4;19.9;238.4;;14990.0;12388.0
189;189;15.6;120.0;250.0;6.0;3.3;4.55;35.0;16.0;16.0;4800.0;2.0;2.0;;6.0;85.0;2370.0;;;512.0;;512.0;1.0;2.0;0.0;0.0;;60.0;170.0;13.1;;;2.32;1.0;2.0;;;;;359.6;21.8;266.4;;22989.0;18999.0
190;190;12.2;;300.0;4.0;0.8;3.4;6.0;6.0;8.0;4800.0;0.0;0.0;;;;;;;128.0;;128.0;0.0;0.0;0.0;0.0;;47.0;45.0;12.0;3.0;;1.25;1.0;2.0;;;;;284.0;18.4;210.0;;9989.0;8255.0
191;191;17.3;60.0;300.0;6.0;2.1;4.0;25.0;12.0;8.0;3200.0;1.0;1.0;;;;;;;512.0;;512.0;1.0;1.0;0.0;0.0;;45.0;65.0;10.0;;;2.1;1.0;1.0;;;1.0;;399.0;19.9;274.0;;17990.0;14868.0
192;192;14.0;60.0;250.0;6.0;1.2;4.4;15.0;10.0;8.0;3200.0;0.0;1.0;;;;;;;256.0;;256.0;1.0;1.0;0.0;1.0;;42.0;65.0;;3.0;;1.45;;;1.0;2.0;1.0;;323.4;19.2;215.6;;12990.0;10736.0
193;193;15.6;60.0;;4.0;2.7;4.1;15.0;8.0;8.0;;1.0;1.0;;;;;;;512.0;;512.0;1.0;1.0;;;;50.0;65.0;9.5;3.0;;1.9;1.0;3.0;;;;;362.9;17.9;237.8;;12990.0;10736.0
194;194;16.0;240.0;500.0;14.0;2.3;4.7;45.0;24.0;16.0;3200.0;0.0;1.0;;8.0;120.0;2030.0;;;1000.0;;1000.0;1.0;2.0;0.0;0.0;;90.0;240.0;;4.0;;2.0;1.0;;1.0;2.0;;;355.0;22.3;243.0;;40790.0;33711.0
195;195;17.3;60.0;;4.0;1.1;2.8;6.0;4.0;4.0;;1.0;2.0;;;;;;;128.0;;128.0;1.0;1.0;0.0;1.0;;36.0;45.0;9.5;2.0;;1.9;;2.0;;;1.0;;403.5;19.9;250.5;;8990.0;7430.0
196;196;16.0;60.0;300.0;8.0;2.0;4.5;15.0;16.0;16.0;3200.0;1.0;1.0;;;;;;;1000.0;;1000.0;1.0;2.0;;;;57.0;65.0;;;;1.81;2.0;2.0;;;;;356.1;19.85;247.7;;22790.0;18835.0
197;197;15.6;60.0;;4.0;2.4;4.1;15.0;4.0;8.0;;;0.0;;;;;;;512.0;;512.0;1.0;1.0;;;;40.0;45.0;9.0;3.0;;1.78;1.0;2.0;;;;;362.9;18.9;237.5;;13490.0;11149.0
198;198;13.5;60.0;360.0;8.0;3.0;;;;8.0;2133.0;0.0;0.0;;;;;;;128.0;;;;;;;;36.0;45.0;11.0;2.0;;1.28;2.0;1.0;;;;;300.0;16.3;235.0;;14490.0;11975.0
199;199;15.6;144.0;250.0;8.0;4.0;5.2;35.0;16.0;16.0;4800.0;2.0;2.0;;8.0;140.0;2225.0;;;1000.0;;1000.0;1.0;2.0;0.0;0.0;;90.0;240.0;;4.0;;2.2;2.0;2.0;;;;;354.0;24.9;251.0;;36490.0;30157.0
200;200;15.6;;;6.0;3.3;4.4;15.0;15.0;8.0;;1.0;1.0;;;;;;;512.0;;512.0;1.0;1.0;;;;40.0;45.0;5.0;3.0;;1.7;;3.0;;;;;362.9;17.9;241.26;;11990.0;9909.0
201;201;14.0;60.0;400.0;10.0;0.9;4.6;15.0;12.0;16.0;4266.0;;0.0;;;;;;;512.0;;512.0;1.0;1.0;0.0;0.0;;52.5;65.0;;;;1.5;;2.0;1.0;;;;313.1;17.4;224.9;;22989.0;18999.0
202;202;15.6;60.0;250.0;2.0;3.0;4.1;28.0;6.0;8.0;3200.0;1.0;2.0;;;;;;;256.0;;256.0;1.0;1.0;;;;41.0;65.0;;3.0;;1.9;1.0;1.0;;;1.0;;358.5;18.99;235.56;;12990.0;10736.0
203;203;15.6;120.0;250.0;6.0;1.2;4.4;15.0;10.0;8.0;2666.0;1.0;2.0;;;;;;;256.0;;256.0;1.0;1.0;;;;41.0;65.0;;3.0;;1.83;;2.0;;;1.0;;358.5;18.99;235.56;;13890.0;11479.0
204;204;16.0;165.0;500.0;24.0;3.9;5.4;55.0;36.0;32.0;5600.0;2.0;2.0;;8.0;140.0;1585.0;;;1000.0;;1000.0;1.0;2.0;;;;90.0;330.0;6.5;4.0;;2.6;;1.0;2.0;2.0;;;360.1;26.55;279.9;;47990.0;39661.0
