id;name;Price [CZK];Price without VAT [CZK];Rating;rating_count;availability;"Display size [""]";Resolution;Display technology;Screen fineness [PPI];Computer memory (RAM) size [GB];Storage Capacity [GB];Memory card type;Max. memory card size [GB];Wireless technology;Tablet connectors;Sensors;Main (rear) camera resolution [Mpx];Front-facing (selfie) camera resolution [Mpx];Maximum video resolution;Supported resolutions and frame rates (FPS);Camera functions;Battery capacity [mAh];Charging performance [W];Number of processor cores;Processor frequency [GHz];Processor model;Functions;Operating system;Operating system version;Height [mm];Width [mm];Depth [mm];Weight [kg];Colour;Package includes;Series;Country;Storage capacity [GB];Main rear camera aperture [f/];Front Camera Aperture [f/];Degree of protection;Graphics chip;Supported cellular networks;Primary SIM card type;Secondary SIM Card Type;Special event;Supported formats;User interface language;Equipment;Internal memory [GB];Suitable for;Usage;Must additionally purchase AA batteries;Battery type
119;"iPad 10.9"" 64GB WiFi Cellular Blue 2022";17490;14455;4.3;5.0;In stock > 5 pcs;10.9;2360 × 1640 px;['IPS'];264.0;4.0;;['Does not support'];;['WiFi', 'Bluetooth'];['USB-C'];['Motion sensor', 'Gyroscope'];12.0;12.0;1920 × 1080 px;['1080p (Full HD) 30fps', '720p (HD) 120fps'];['Flash function'];;;;;Apple A14 Bionic;;['iPadOS'];;248.6;179.5;7.0;0.477;['Blue'];['Charger (adapter with cable)'];Apple iPad;;64.0;2.4;2.4;;;['5G', '4G/LTE', '3G'];;;Digital student SK;;;;;;;;
120;iPad 10.2 64GB WiFi Cellular Silver 2021;13390;11066;4.9;7.0;In stock > 5 pcs;10.2;2160 × 1620 px;['IPS'];264.0;3.0;64.0;;;['WiFi', 'Bluetooth'];['Lightning', 'Headphone output (3.5mm jack)'];['Motion sensor', 'Gyroscope'];8.0;12.0;1920 × 1080 px;['1080p (Full HD) 30fps', '720p (HD) 120fps'];['Flash function'];;;;;Apple A13 Bionic;;['iPadOS'];;174.1;250.6;7.5;0.49;['Silver'];['Charger (adapter with cable)'];Apple iPad;;;2.4;2.4;;;['4G/LTE', '3G'];;eSIM;Digital student SK;;;;;;;;
121;Lenovo Tab K10 Abyss Blue;5490;4537;3.7;3.0;In stock > 5 pcs at the partner's;10.3;1920 × 1200 px;['IPS'];220.0;4.0;64.0;['Micro SD'];2.048;['WiFi', 'Bluetooth', 'GPS'];['USB-C', 'Headphone output (3.5mm jack)'];['Gyroscope', 'Light sensor', 'Proximity sensor'];8.0;5.0;1920 × 1080 px;['1080p (Full HD) 30fps'];['Flash function'];7.7;;8.0;2.3;MediaTek Helio P22T;;['Google Android'];Android 11;8.15;244.8;153.9;0.46;['Blue'];['Charger (adapter with cable)'];Lenovo Tab;['Czechia', 'Slovakia', 'Hungary', 'Germany', 'Russia', 'Austria', 'Croatia', 'France', 'Poland', 'Romania', 'Slovenia'];;;;['IP52'];PowerVR GE8320;;;;;;;;;;;;
122;Oscal Pad10 8GB/128GB silver;3690;3050;4.0;12.0;In stock > 5 pcs;10.1;1920 × 1200 px;['IPS'];225.0;8.0;128.0;['Micro SD', 'TF Card'];1.0;['WiFi', 'Bluetooth', 'GPS'];['USB-C'];['Motion sensor', 'Light sensor', 'Proximity sensor'];13.0;8.0;1920 × 1080 px;['1080p (Full HD) 30fps'];['Flash function'];6.58;;8.0;1.6;Unisoc UMS9230;;['Google Android'];Android 12;241.3;160.0;8.9;0.536;['Silver'];['Charger (adapter with cable)'];;['Czechia', 'Slovakia', 'Hungary', 'Germany', 'Russia', 'Austria', 'Croatia', 'France', 'Poland', 'Romania', 'Slovenia'];;2.2;2.0;;ARM Mali-G57;['4G/LTE', '3G'];Nano SIM;Nano SIM;Digital student SK;;;;;;;;
123;iGET SMART L205 LTE 4GB/64GB blue + pouzdro v balení;3789;3131;4.3;14.0;In stock > 5 pcs;10.1;1920 × 1200 px;['IPS'];;4.0;64.0;['Micro SD'];128.0;['WiFi', 'Bluetooth', 'GPS'];['USB-C', 'Headphone output (3.5mm jack)'];['Motion sensor'];5.0;2.0;;;;5.0;;8.0;1.6;SC9863A;['OTG'];['Google Android'];Android 10;166.2;251.0;9.0;0.58;['Blue'];['Charger (adapter with cable)', 'Case'];;['Czechia', 'Slovakia', 'Hungary', 'Germany', 'Russia', 'Austria', 'Croatia', 'France', 'Poland', 'Romania', 'Slovenia'];;;;;IMG GE8322;['4G/LTE', '3G'];Micro SIM;;;;;;;;;;
124;iPad Air M1 64GB WiFi Cellular Purple 2022;21990;18174;5.0;3.0;In stock > 5 pcs;10.9;2360 × 1640 px;['IPS'];264.0;8.0;;['Does not support'];;['WiFi', 'Bluetooth'];['USB-C'];['Motion sensor', 'Gyroscope', 'Light sensor', 'Barometer'];12.0;12.0;3840 × 2160 px;['4320p (8K) 30fps', '2160p (4K) 60fps', '2160p (4K) 24fps', '1080p (Full HD) 60fps', '1080p (Full HD) 30fps', '1080p (Full HD) 120fps', '1080p (Full HD) 240fps'];['Flash function'];;20.0;;;Apple M1 with 8-core GPU;['Quick charge'];['iPadOS'];;247.6;178.5;6.1;0.458;['Violet'];['Charger (adapter with cable)'];Apple iPad;;64.0;1.8;2.4;;;['5G', '4G/LTE', '3G'];;eSIM;Digital student SK;;;;;;;;
125;iPad Air M1 64GB WiFi Cellular Starlight 2022;21690;17926;5.0;2.0;In stock > 5 pcs;10.9;2360 × 1640 px;['IPS'];264.0;8.0;;['Does not support'];;['WiFi', 'Bluetooth'];['USB-C'];['Motion sensor', 'Gyroscope', 'Light sensor', 'Barometer'];12.0;12.0;3840 × 2160 px;['4320p (8K) 30fps', '2160p (4K) 60fps', '2160p (4K) 24fps', '1080p (Full HD) 60fps', '1080p (Full HD) 30fps', '1080p (Full HD) 120fps', '1080p (Full HD) 240fps'];['Flash function'];7667.560321715818;20.0;;;Apple M1 with 8-core GPU;['Quick charge'];['iPadOS'];;247.6;178.5;6.1;0.458;['White'];['Charger (adapter with cable)'];Apple iPad;;64.0;1.8;2.4;;;['5G', '4G/LTE', '3G'];;eSIM;Digital student SK;;;;;;;;
126;iGET SMART W204 2GB/64GB grey;2699;2231;5.0;1.0;In stock > 5 pcs;10.1;1280 × 800 px;['IPS'];;2.0;64.0;['Micro SD', 'Micro SDHC'];128.0;['WiFi', 'Bluetooth'];['USB-C'];;2.0;0.3;;;;5.0;;4.0;1.6;;['OTG'];['Google Android'];Android 11;234.3;162.0;9.3;0.488;['Grey'];['Charger (adapter with cable)'];;['Czechia', 'Slovakia', 'Hungary', 'Germany', 'Russia', 'Austria', 'Croatia', 'France', 'Poland', 'Romania', 'Slovenia'];;;;;IMG GE8300;;;;;;;;;;;;
127;Acer Iconia Tab P10 4GB/64GB black Metallic;4990;4124;5.0;1.0;In stock > 5 pcs;10.4;1200 × 2000 px;['IPS'];;4.0;64.0;;;['WiFi', 'Bluetooth', 'GPS'];['USB-C'];['Light sensor', 'G-sensor'];8.0;;;;;6.0;10.0;8.0;2.0;;['Quick charging'];['Google Android'];Android 12;7.8;247.2;157.0;0.44;['Grey'];['Charging cable'];Acer Iconia;['Czechia', 'Slovakia', 'Hungary', 'Germany', 'Russia', 'Austria', 'Croatia', 'France', 'Poland', 'Romania', 'Slovenia'];;;;;Mediatek;;;;;;;;;;;;
128;Samsung Galaxy Tab S9 Wifi 8GB/128GB béžová;21499;17768;5.0;3.0;In stock > 5 pcs;11.0;2560 × 1600 px;['AMOLED'];275.0;8.0;;['Micro SD'];1024.0;['WiFi', 'Bluetooth', 'GPS'];['USB-C'];['Motion sensor', 'Digital compass', 'Gyroscope', 'Light sensor', 'Fingerprint reader'];13.0;12.0;3840 × 2160 px;['2160p (4K) 60fps', '2160p (4K) 30fps', '1080p (Full HD) 30fps'];['Optical zoom', 'Flash function'];8400.0;45.0;8.0;2.8;Qualcomm Snapdragon 8 Gen 2;['Quick charge', 'Water-resistant'];['Google Android'];Android 13;;1658.0;;;;['Charging cable', 'Stylus'];Samsung Galaxy Tab;['Czechia', 'Slovakia', 'Hungary', 'Germany', 'Russia', 'Austria', 'Croatia', 'France', 'Poland', 'Romania', 'Slovenia'];128.0;2.0;2.4;;Adreno 740;;;;;;;;;;;;
129;Samsung Galaxy Tab S9 5G 8GB/128GB grafitová;24999;20660;5.0;2.0;In stock > 5 pcs;11.0;2560 × 1600 px;['AMOLED'];275.0;8.0;;['Micro SD'];1024.0;['WiFi', 'Bluetooth'];['USB-C'];['Motion sensor', 'Light sensor'];13.0;12.0;3840 × 2160 px;['2160p (4K) 60fps', '2160p (4K) 30fps', '1080p (Full HD) 30fps'];['Optical zoom'];8400.0;45.0;8.0;3.2;Qualcomm Snapdragon 8 Gen 2;['Image transmission to TV', 'Barcode reader', 'Quick charge', 'Water-resistant'];['Google Android'];Android 13;254.3;165.8;5.9;0.5;['Grey'];['Charging cable', 'Stylus'];Samsung Galaxy Tab;['Czechia', 'Slovakia', 'Hungary', 'Germany', 'Russia', 'Austria', 'Croatia', 'France', 'Poland', 'Romania', 'Slovenia'];128.0;2.0;2.4;['IP68'];Adreno 740;['5G', '4G/LTE', '3G'];Nano SIM;eSIM;Digital student SK;;;;;;;;
130;iGET SMART W83 2GB/32GB gray;1989;1644;3.4;14.0;In stock > 5 pcs;8.0;1280 × 800 px;['IPS'];;2.0;32.0;['Micro SD'];128.0;['WiFi', 'Bluetooth'];['USB-C', 'Headphone output (3.5mm jack)'];['Motion sensor'];5.0;2.0;;;;4.0;;4.0;1.6;Allwinner A133;['OTG'];['Google Android'];Android 10 (Go Edition);210.0;123.0;10.0;0.3333;['Grey'];['Charger (adapter with cable)'];;['Czechia', 'Slovakia', 'Hungary', 'Germany', 'Russia', 'Austria', 'Croatia', 'France', 'Poland', 'Romania', 'Slovenia'];;;;;IMG GE8300;;;;;;;;;;;;
131;iPad Air M1 64GB WiFi Cellular Pink 2022;21790;18008;5.0;1.0;In stock > 5 pcs;10.9;2360 × 1640 px;['IPS'];264.0;8.0;;['Does not support'];;['WiFi', 'Bluetooth'];['USB-C'];['Motion sensor', 'Gyroscope', 'Light sensor', 'Barometer'];12.0;12.0;3840 × 2160 px;['4320p (8K) 30fps', '2160p (4K) 60fps', '2160p (4K) 24fps', '1080p (Full HD) 60fps', '1080p (Full HD) 30fps', '1080p (Full HD) 120fps', '1080p (Full HD) 240fps'];['Flash function'];7667.560321715818;20.0;;;Apple M1 with 8-core GPU;['Quick charge'];['iPadOS'];;247.6;178.5;6.1;0.458;['Pink'];['Charger (adapter with cable)'];Apple iPad;;64.0;1.8;2.4;;;['5G', '4G/LTE', '3G'];;eSIM;Digital student SK;;;;;;;;
132;iGET SMART W2022 32GB/128GB white;2439;2016;3.8;6.0;In stock > 5 pcs;10.1;1280 × 800 px;['IPS'];;2.0;32.0;['Micro SD', 'Micro SDHC'];128.0;['WiFi', 'Bluetooth'];['USB-C'];['Motion sensor'];2.0;0.3;;;;5.0;;4.0;1.6;;['OTG'];['Google Android'];Android 11;234.3;162.0;9.3;0.488;['White'];['Charger (adapter with cable)'];;['Czechia', 'Slovakia', 'Hungary', 'Germany', 'Russia', 'Austria', 'Croatia', 'France', 'Poland', 'Romania', 'Slovenia'];;;;;IMG GE8300;;;;;;;;;;;;
133;Samsung Galaxy Tab S9 Ultra 5G 16GB/1TB grafitová;44999;37189;5.0;1.0;In stock 3 pcs;14.6;2960 × 1848 px;['AMOLED'];240.0;16.0;;['Micro SD'];1024.0;['WiFi', 'Bluetooth', 'GPS'];['USB-C'];['Motion sensor', 'Digital compass', 'Gyroscope', 'Light sensor', 'Fingerprint reader'];13.0;12.0;3840 × 2160 px;['2160p (4K) 60fps', '2160p (4K) 30fps', '1080p (Full HD) 30fps'];['Optical zoom', 'Flash function'];11200.0;45.0;8.0;2.8;Qualcomm Snapdragon 8 Gen 2;['Quick charge', 'Water-resistant'];['Google Android'];Android 13;326.4;208.6;5.5;0.737;['Grey'];['Charging cable', 'Stylus'];Samsung Galaxy Tab;['Czechia', 'Slovakia', 'Hungary', 'Germany', 'Russia', 'Austria', 'Croatia', 'France', 'Poland', 'Romania', 'Slovenia'];1024.0;2.2;2.4;['IP68'];Adreno 740;['5G', '4G/LTE', '3G'];Nano SIM;eSIM;Digital student SK;;;;;;;;
134;"iPad Pro 12.9"" 256GB Cellular M2 Silver 2022";39990;33050;5.0;1.0;In stock > 5 pcs;12.9;2732 × 2048 px;['IPS'];264.0;;;['Does not support'];;['NFC', 'WiFi', 'Bluetooth'];['USB-C'];['Gyroscope', 'Light sensor', 'Barometer'];12.0;12.0;3840 × 2160 px;['4320p (8K) 30fps', '2160p (4K) 60fps', '2160p (4K) 24fps', '1080p (Full HD) 60fps', '1080p (Full HD) 30fps', '1080p (Full HD) 120fps', '1080p (Full HD) 240fps'];['Flash function'];;20.0;8.0;;Apple M2 with 10-core GPU;['Quick charge'];['iPadOS'];;214.9;280.6;6.4;0.682;['Silver'];['Charger (adapter with cable)'];Apple iPad;;256.0;1.8;2.4;;;['5G', '4G/LTE', '3G'];;;Digital student SK;;;;;;;;
135;Teclast T40 Pro LTE 8GB/128GB gray;5999;4958;4.3;10.0;In stock > 5 pcs;10.4;2000 × 1200 px;['IPS'];;8.0;128.0;['Micro SD'];512.0;['WiFi', 'Bluetooth', 'GPS', 'A-GPS'];['USB-C'];['Light sensor', 'G-sensor'];13.0;8.0;;['1080p (Full HD) 30fps'];;7.0;18.0;8.0;2.0;Unisoc Tiger T618;['OTG', 'Image transmission to TV', 'Quick charging'];['Google Android'];Android 11;157.0;248.0;9.2;0.48;['Grey'];['Charger (adapter with cable)'];;['Czechia', 'Slovakia', 'Hungary', 'Germany', 'Russia', 'Austria', 'Croatia', 'France', 'Poland', 'Romania', 'Slovenia'];;;;;Mali G52;['4G/LTE', '3G'];Nano SIM;Nano SIM;Digital student SK;;;;;;;;
136;"iPad Pro 12.9"" 128GB Cellular M2 Silver 2022";36390;30074;5.0;2.0;In stock > 5 pcs;12.9;2732 × 2048 px;['IPS'];264.0;;;['Does not support'];;['WiFi', 'Bluetooth', 'GPS'];['USB-C'];['Motion sensor', 'Digital compass', 'Gyroscope', 'Light sensor'];12.0;12.0;;;;;;;;Apple M2 with 10-core GPU;;['iPadOS'];;280.6;214.9;6.4;0.684;['Silver'];;Apple iPad;;128.0;;;;;;;;Digital student SK;;;;;;;;
137;Umidigi G1 Tab Kids 4GB/64GB růžový;1999;1652;2.7;4.0;In stock;10.1;1280 × 800 px;['IPS'];149.0;4.0;64.0;['Micro SD', 'TF Card'];1.0;['WiFi', 'Bluetooth'];['USB-C', 'Headphone output (3.5mm jack)'];['Motion sensor', 'Light sensor'];8.0;8.0;1920 × 1080 px;['1080p (Full HD) 30fps'];['Flash function'];6.0;10.0;4.0;2.0;Cortex A53;['OTG', 'Quick charging'];['Google Android'];Android 13;273.5;190.5;29.5;0.805;['Pink'];['Charger (adapter with cable)', 'Case', 'Screen Protector'];;;;2.2;;;ARM Mali-G52;;;;;;;;;;;;
138;iPad Air M1 64GB WiFi Cellular Blue 2022;21790;18008;5.0;3.0;In stock > 5 pcs;10.9;2360 × 1640 px;['IPS'];264.0;8.0;;['Does not support'];;['WiFi', 'Bluetooth'];['USB-C'];['Motion sensor', 'Gyroscope', 'Light sensor', 'Barometer'];12.0;12.0;3840 × 2160 px;['4320p (8K) 30fps', '2160p (4K) 60fps', '2160p (4K) 24fps', '1080p (Full HD) 60fps', '1080p (Full HD) 30fps', '1080p (Full HD) 120fps', '1080p (Full HD) 240fps'];['Flash function'];7667.560321715818;20.0;;;Apple M1 with 8-core GPU;['Quick charge'];['iPadOS'];;247.6;178.5;6.1;0.458;['Blue'];['Charger (adapter with cable)'];Apple iPad;;64.0;1.8;2.4;;;['5G', '4G/LTE', '3G'];;eSIM;Digital student SK;;;;;;;;
139;Teclast P25T 3GB/64GB (Gen.2) blue;2690;2223;3.8;8.0;In stock 5 pcs;10.1;1280 × 800 px;['IPS'];;3.0;64.0;['Micro SD', 'TF Card'];1.0;['WiFi', 'Bluetooth'];['USB-C', 'Headphone output (3.5mm jack)'];['G-sensor'];5.0;2.0;;;['Flash function'];5.0;;4.0;1.8;Allwinner A133;;['Google Android'];Android 12;153.3;245.0;10.8;0.543;['Blue'];;;;;;;;IMG GE8300;;;;;;;;;;;;
140;Lenovo Tab P12 Pro 5G 8GB + 256GB Storm Grey + Lenovo Active Stylus;23999;19834;4.0;2.0;In stock > 5 pcs at the partner's;12.6;2560 × 1600 px;['AMOLED'];240.0;8.0;256.0;['Micro SD'];1.024;['NFC', 'WiFi', 'Bluetooth'];['USB-C', 'Docking connector'];['Digital compass', 'Gyroscope', 'Light sensor', 'Proximity sensor', 'G-sensor', 'Fingerprint reader'];13.0;8.0;1920 × 1080 px;['1080p (Full HD) 30fps'];;10.2;45.0;8.0;3.2;Qualcomm Snapdragon 870;['VoLTE/GSM', 'OTG', 'Quick charging', 'Gorilla Glass'];['Google Android'];Android 12;184.53;285.61;5.63;0.5650000000000001;['Carbon'];['Charger (adapter with cable)', '3.5mm jack adapter'];Lenovo Tab;['Czechia', 'Slovakia', 'Hungary', 'Germany', 'Russia', 'Austria', 'Croatia', 'France', 'Poland', 'Romania', 'Slovenia'];;;;;Adreno 650;['5G', '4G/LTE', '3G'];;;Digital student SK;;;;;;;;
141;"iPad 10.9"" 64GB WiFi Cellular Pink 2022";17490;14455;5.0;2.0;In stock > 5 pcs;10.9;2360 × 1640 px;['IPS'];264.0;;;['Does not support'];;['WiFi', 'Bluetooth'];['USB-C'];['Motion sensor', 'Gyroscope'];12.0;12.0;1920 × 1080 px;['1080p (Full HD) 30fps', '720p (HD) 120fps'];['Flash function'];;;;;Apple A14 Bionic;;['iPadOS'];;248.6;179.5;7.0;0.477;['Pink'];['Charger (adapter with cable)'];Apple iPad;;64.0;2.4;2.4;;;['5G', '4G/LTE', '3G'];;;Digital student SK;;;;;;;;
142;Doogee U10 Wi-Fi 4GB/128GB šedý;2290;1893;3.0;1.0;In stock;10.1;1280 × 800 px;['IPS'];149.0;4.0;;['Micro SDXC'];1000.0;['WiFi', 'Bluetooth'];['USB-C', 'Headphone output (3.5mm jack)'];['Motion sensor'];8.0;5.0;1280 × 720 px;['720p (HD) 30fps'];['Flash function'];5060.0;10.0;4.0;2.0;Rockchip RK3562;['OTG', 'Quick charge'];['Google Android'];Android 13;245.3;163.0;9.9;0.514;['Grey'];['Charger (adapter with cable)'];;['Czechia', 'Slovakia', 'Hungary', 'Germany', 'Russia', 'Austria', 'Croatia', 'France', 'Poland', 'Romania', 'Slovenia'];128.0;;;;Arm Cortex A53;;;;;;;;;;;;
143;"iPad 10.9"" 256GB WiFi Cellular Yellow 2022";21990;18174;5.0;3.0;In stock > 5 pcs;11.0;2360 × 1640 px;['IPS'];264.0;;;['Does not support'];;['NFC', 'WiFi', 'Bluetooth', 'A-GPS'];['USB-C'];['Gyroscope', 'Light sensor'];12.0;;3840 × 2160 px;['4320p (8K) 30fps', '2160p (4K) 60fps', '2160p (4K) 24fps', '1080p (Full HD) 60fps', '1080p (Full HD) 30fps', '1080p (Full HD) 120fps', '1080p (Full HD) 240fps'];['Flash function'];;20.0;;;Apple A14 Bionic;['Quick charge'];['iPadOS'];;247.6;178.5;5.9;0.468;['Yellow'];['Charger (adapter with cable)'];Apple iPad;;256.0;1.8;2.4;;;['5G', '4G/LTE', '3G'];;;Digital student SK;;;;;;;;
144;"iPad Pro 11"" 512GB M2 Silver 2022";38690;31975;5.0;1.0;In stock 5 pcs;11.0;2388 × 1668 px;['IPS'];264.0;;;['Does not support'];;['WiFi', 'Bluetooth'];['USB-C'];['Motion sensor', 'Digital compass', 'Gyroscope', 'Light sensor'];12.0;12.0;;;;;;;;Apple M2 with 10-core GPU;;['iPadOS'];;247.6;178.5;5.9;0.468;['Silver'];;Apple iPad;;512.0;;;;;;;;;;;;;;;;
145;HONOR Pad X9 LTE 4GB/128GB šedý;4790;3959;;;In stock > 5 pcs;11.5;2000 × 1200 px;['IPS'];203.0;4.0;128.0;['Micro SD'];1.0;['WiFi', 'Bluetooth', 'GPS', 'A-GPS'];['USB-C', 'USB 2.0'];['Motion sensor', 'Light sensor', 'Fingerprint reader'];5.0;5.0;1920 × 1080 px;['1080p (Full HD) 30fps'];;7.25;22.5;8.0;2.8;Qualcomm Snapdragon 685;['VoLTE/GSM', 'OTG', 'Quick charging'];['Google Android'];Android 13;267.3;167.4;6.9;0.499;['Grey'];['Charging cable'];;;;2.2;2.2;;Adreno 610;['4G/LTE', '3G'];Nano SIM;;;;;;;;;;
146;Lenovo Tab M9 LTE 4GB/64GB šedý;4339;3586;3.0;1.0;In stock > 5 pcs;9.0;1340 × 800 px;['IPS'];;4.0;64.0;['Micro SD'];2.048;['WiFi', 'Bluetooth'];['USB-C', 'Headphone output (3.5mm jack)'];['Motion sensor', 'Light sensor'];8.0;2.0;;;;5.1;;8.0;2.0;MediaTek Helio G80;['Gorilla Glass'];['Google Android'];Android 12;7.99;215.43;136.76;0.344;['Grey'];['Charger (adapter with cable)'];Lenovo Tab;;;;;;ARM Mali-G52;;;;;;;;;;;;
147;Google Pixel Tablet 8GB/128GB šedá;17990;14868;;;In stock 5 pcs;10.95;2560 × 1600 px;['IPS'];276.0;8.0;128.0;;;['WiFi', 'Bluetooth'];['USB-C'];['Gyroscope', 'Light sensor'];8.0;8.0;;['1080p (Full HD) 30fps'];;;;8.0;2.85;Google Tensor G2;;['Google Android'];Android 13;169.0;258.0;8.1;0.493;['Grey'];['Charging stand'];;['Czechia', 'Slovakia', 'Hungary', 'Germany', 'Russia', 'Austria', 'Croatia', 'France', 'Poland', 'Romania', 'Slovenia'];;2.0;2.0;;ARM G710 MP7;;;;;;;;;;;;
148;Samsung Galaxy Tab S9 FE+ 8GB/128GB šedá;16990;14041;;;In stock > 5 pcs;12.4;2560 × 1600 px;['TFT'];244.0;8.0;;['Micro SD'];1000.0;['NFC', 'WiFi', 'Bluetooth', 'GPS'];['USB-C'];['Motion sensor', 'Gyroscope', 'Light sensor', 'G-sensor', 'Fingerprint reader'];8.0;12.0;3840 × 2160 px;['2160p (4K) 30fps'];;10090.0;45.0;8.0;2.4;Exynos1380;['OTG', 'Quick charge', 'Gorilla Glass', 'Water-resistant'];['Google Android'];Android 13;185.4;285.4;6.5;0.627;['Grey'];;Samsung Galaxy Tab;;128.0;1.9;2.4;['IP68'];ARM Mali G68 MP5;;;;;;;;;;;;
149;Samsung Galaxy Tab S9 FE 8GB/256GB šedá;14490;11975;1.0;1.0;In stock > 5 pcs;10.9;2304 × 1440 px;['TFT'];249.0;8.0;;['Micro SD'];1000.0;['NFC', 'WiFi', 'Bluetooth', 'GPS'];['USB-C'];['Motion sensor', 'Gyroscope', 'Light sensor', 'G-sensor', 'Fingerprint reader'];8.0;12.0;3840 × 2160 px;['2160p (4K) 30fps'];;8000.0;45.0;8.0;2.4;Exynos1380;['OTG', 'Quick charge', 'Gorilla Glass', 'Water-resistant'];['Google Android'];Android 13;165.8;254.3;6.5;0.523;['Grey'];;Samsung Galaxy Tab;;256.0;1.9;2.4;['IP68'];ARM Mali G68 MP5;;;;;;;;;;;;
150;Acer Enduro Urban T3 4GB/64GB blue durable;8789;7264;4.0;1.0;In stock > 5 pcs;10.1;1920 × 1200 px;['TFT'];;4.0;64.0;['Micro SD'];125.0;['WiFi', 'Bluetooth'];['USB-C'];;5.0;5.0;1920 × 1080 px;['1080p (Full HD) 30fps'];;6.0;;8.0;2.0;MediaTek MT8385;['Gorilla Glass'];['Google Android'];Android 11;9.92;259.0;169.0;0.595;['Blue'];['Charger (adapter with cable)'];Acer Enduro;['Czechia', 'Slovakia', 'Hungary', 'Germany', 'Russia', 'Austria', 'Croatia', 'France', 'Poland', 'Romania', 'Slovenia'];;;;['IP53'];;;;;;;;;;;;;
151;Samsung Galaxy Tab S9 FE 8GB/256GB stříbrná;14490;11975;;;In stock > 5 pcs;10.9;2304 × 1440 px;['TFT'];249.0;8.0;;['Micro SD'];1000.0;['NFC', 'WiFi', 'Bluetooth', 'GPS'];['USB-C'];['Motion sensor', 'Gyroscope', 'Light sensor', 'G-sensor', 'Fingerprint reader'];8.0;12.0;3840 × 2160 px;['2160p (4K) 30fps'];;8000.0;45.0;8.0;2.4;Exynos1380;['OTG', 'Quick charge', 'Gorilla Glass', 'Water-resistant'];['Google Android'];Android 13;165.8;254.3;6.5;0.523;['Silver'];;Samsung Galaxy Tab;;256.0;1.9;2.4;['IP68'];ARM Mali G68 MP5;;;;;;;;;;;;
152;Oscal Spider8 8GB/128GB oranžový;5499;4545;;;In stock > 5 pcs;10.1;1920 × 1200 px;['IPS'];224.0;8.0;;['Micro SD', 'TF Card'];1000.0;['WiFi', 'GPS'];['USB-C'];;13.0;16.0;1920 × 1080 px;['1080p (Full HD) 30fps'];['Flash function'];13000.0;33.0;8.0;2.0;Unisoc T616;['OTG', 'Quick charge', 'Gorilla Glass', 'Water-resistant'];['Google Android'];Android 13;251.3;170.1;14.9;0.854;['Orange'];['Charger (adapter with cable)'];;;128.0;;;['IP68', 'IP69K'];Mali-G57;['4G/LTE', '3G'];Nano SIM;Nano SIM;Digital student SK;;;;;;;;
153;Oscal Pad 70 4GB/64GB modrý;1999;1652;2.8;5.0;In stock;10.1;1280 × 800 px;['IPS'];149.0;4.0;64.0;['Micro SD', 'Micro SDXC', 'Micro SDHC', 'TF Card'];1.0;['WiFi', 'Bluetooth'];['USB-C', 'Headphone output (3.5mm jack)'];['Motion sensor', 'G-sensor'];13.0;8.0;1920 × 1080 px;['1080p (Full HD) 60fps'];['Flash function'];6.58;;4.0;1.8;Rockchip RK3566;;['Google Android'];Android 12;163.0;246.5;9.9;0.5205;['Blue'];['Charger (adapter with cable)', 'Case', 'Screen Protector'];;;;2.0;2.0;;ARM Mali-G52;;;;;;;;;;;;
154;Samsung Galaxy Tab S9 FE+ 8GB/128GB zelená;16990;14041;4.0;1.0;In stock > 5 pcs;12.4;2560 × 1600 px;['TFT'];244.0;8.0;;['Micro SD'];1000.0;['NFC', 'WiFi', 'Bluetooth', 'GPS'];['USB-C'];['Motion sensor', 'Gyroscope', 'Light sensor', 'G-sensor', 'Fingerprint reader'];8.0;12.0;3840 × 2160 px;['2160p (4K) 30fps'];;10090.0;45.0;8.0;2.4;Exynos1380;['OTG', 'Quick charge', 'Gorilla Glass', 'Water-resistant'];['Google Android'];Android 13;185.4;285.4;6.5;0.627;['Green'];;Samsung Galaxy Tab;;128.0;1.9;2.4;['IP68'];ARM Mali G68 MP5;;;;;;;;;;;;
155;"iPad Pro 11"" 256GB Cellular M2 Silver 2022";30990;25612;;;In stock > 5 pcs;11.0;2388 × 1668 px;['IPS'];264.0;;;['Does not support'];;['WiFi', 'Bluetooth'];['USB-C'];['Motion sensor', 'Digital compass', 'Gyroscope', 'Light sensor'];12.0;12.0;;;;;;;;Apple M2 with 10-core GPU;;['iPadOS'];;247.6;178.5;5.9;0.468;['Silver'];;Apple iPad;;256.0;;;;;['5G', '4G/LTE', '3G'];;;Digital student SK;;;;;;;;
156;iPad mini 256GB Cellular Pink 2021;22489;18586;5.0;2.0;In stock 5 pcs;8.3;2266 × 1488 px;['IPS'];326.0;4.0;256.0;['Does not support'];;['WiFi', 'Bluetooth'];['USB-C'];['Gyroscope', 'Light sensor', 'Barometer'];12.0;;3840 × 2160 px;['2160p (4K) 60fps', '2160p (4K) 30fps', '1080p (Full HD) 60fps', '1080p (Full HD) 30fps', '1080p (Full HD) 120fps', '1080p (Full HD) 240fps', '720p (HD) 30fps'];['Flash function'];5.124;;;;Apple A15 Bionic;;['iPadOS'];;195.4;134.8;6.3;0.293;['Pink'];['Charger (adapter with cable)'];;;;1.8;2.4;;;['5G', '4G/LTE', '3G'];;eSIM;;;;;;;;;
